location_type,climate_zone,household_size,monthly_income,electricity_kwh,natural_gas_kwh,lpg_kg,solar_kwh,renewable_energy_percent,car_km,car_fuel_efficiency,petrol_liters,diesel_liters,motorcycle_km,ev_km,ev_charging_kwh,public_transport_percent,bus_km,train_km,flight_hours,flight_distance_km,diet_type,beef_meals_month,dairy_servings_month,food_waste_kg,local_food_percent,total_waste_kg,recycled_waste_percent,composted_waste_percent,plastic_waste_kg,paper_waste_kg,home_size_sqft,ac_hours_month,heating_hours_month,shopping_trips_month,clothing_items_month,electronics_items_year,tree_planting_year,carbon_emission_kg
urban,moderate,2.0,14903.0,70.92,,3.35,0.0,,810.77,13.15,36.38,25.25,0.0,0.0,0.0,21.34,53.24,48.88,7.04,5688.69,vegetarian,0.0,20.0,5.8,59.75,8.41,35.3,46.21,1.78,1.4,1141.82,37.28,1.01,1.0,0.0,0.0,1.0,1252.35
urban,hot,1.0,41671.84,153.14,158.47,9.69,146.61,99.24,962.11,17.13,35.53,20.62,284.02,0.0,0.0,33.94,152.98,30.83,1.82,1230.47,mixed,3.0,17.0,0.86,80.95,3.82,49.05,11.25,0.37,0.35,487.74,43.22,1.71,3.0,4.0,1.0,2.0,579.87
suburban,hot,2.0,48178.14,209.69,65.79,2.69,197.29,92.8,910.18,13.54,38.95,28.27,0.0,0.0,0.0,30.22,54.63,64.4,1.61,1220.72,vegetarian,0.0,17.0,2.55,68.69,11.01,39.99,5.72,1.19,0.77,287.26,,0.84,0.0,0.0,0.0,0.0,535.41
suburban,hot,3.0,48207.12,328.36,44.07,5.0,0.0,2.08,0.0,18.12,0.0,0.0,482.11,0.0,0.0,1.42,6.77,272.84,0.64,468.93,mixed,3.0,29.0,2.16,69.75,6.23,77.66,37.06,1.31,1.0,1483.93,35.67,9.01,2.0,1.0,0.0,0.0,527.65
rural,cool,4.0,21216.73,204.02,480.23,7.16,0.0,0.0,568.81,18.16,23.11,8.22,135.88,0.0,0.0,17.39,95.45,389.44,5.08,4295.95,non_vegetarian,7.0,21.0,5.48,30.16,26.15,64.36,24.95,2.81,4.31,1909.39,28.07,262.23,1.0,1.0,0.0,1.0,1371.05
suburban,hot,7.0,26232.49,655.8,89.47,2.52,278.11,46.75,662.02,13.73,35.15,13.06,0.0,0.0,0.0,0.0,0.0,98.8,8.38,6017.04,vegetarian,0.0,23.0,10.26,65.98,34.12,67.6,19.19,5.06,5.07,2072.71,82.86,0.22,0.0,5.0,0.0,1.0,1625.47
urban,hot,2.0,50955.22,193.44,11.31,16.77,0.0,1.37,0.0,14.22,0.0,0.0,141.42,0.0,0.0,63.23,128.53,25.73,0.77,538.94,mixed,1.0,19.0,4.31,71.94,6.2,65.88,5.54,1.09,0.96,686.57,118.11,4.63,3.0,0.0,0.0,1.0,393.87
urban,moderate,5.0,58187.35,197.46,24.67,1.53,0.0,1.59,0.0,12.96,0.0,0.0,320.12,0.0,0.0,58.92,329.85,119.15,3.41,2815.33,non_vegetarian,10.0,23.0,11.54,49.53,38.22,,19.86,8.44,6.4,1649.33,6.24,2.66,3.0,2.0,2.0,2.0,934.11
,hot,4.0,57337.48,611.0,58.47,6.54,146.59,26.65,399.88,14.29,15.26,12.73,0.0,512.18,,0.0,0.0,35.41,1.28,,non_vegetarian,10.0,25.0,2.03,79.1,24.24,81.92,17.11,4.33,1.7,1514.33,102.57,3.99,1.0,4.0,3.0,2.0,768.5
urban,hot,4.0,58176.37,222.61,40.63,8.65,0.0,1.9,0.0,20.08,0.0,0.0,76.6,0.0,0.0,59.59,430.87,213.04,2.07,1435.14,vegan,0.0,0.0,1.67,53.81,26.93,,13.22,4.82,2.67,1380.34,237.05,5.09,0.0,0.0,0.0,2.0,526.65
suburban,hot,2.0,73896.27,400.72,109.07,,0.0,0.0,365.4,13.29,16.44,11.06,516.48,0.0,,37.68,47.09,33.8,0.93,636.67,,4.0,16.0,2.18,31.32,2.62,64.62,62.63,0.56,0.17,802.49,67.61,2.96,2.0,0.0,0.0,0.0,741.04
rural,moderate,3.0,29710.28,293.41,46.76,2.38,0.0,4.53,180.93,15.07,8.96,3.05,0.0,0.0,0.0,21.57,130.1,33.16,4.51,3042.81,,4.0,25.0,7.37,75.19,19.08,57.61,22.12,4.64,2.45,1082.69,56.72,2.85,1.0,1.0,2.0,0.0,896.94
suburban,hot,2.0,16754.21,469.85,43.2,3.21,0.0,4.6,0.0,16.38,0.0,0.0,0.0,0.0,0.0,18.41,61.22,94.51,11.71,,mixed,7.0,25.0,1.6,58.92,5.32,88.91,59.75,0.53,0.28,783.72,171.79,7.21,0.0,1.0,1.0,1.0,1970.24
suburban,cool,2.0,98829.7,184.11,225.88,13.39,0.0,5.43,613.36,11.98,33.49,17.71,629.91,0.0,0.0,0.0,0.0,71.51,1.08,916.42,non_vegetarian,,18.0,0.62,37.43,4.16,58.34,22.55,0.43,0.23,1084.31,7.26,94.03,4.0,3.0,1.0,0.0,699.77
urban,hot,3.0,17666.97,254.15,31.1,6.56,207.01,86.87,315.8,14.65,,7.88,91.96,337.89,75.26,43.36,296.37,161.68,6.64,4666.03,non_vegetarian,5.0,18.0,0.17,76.06,8.71,31.52,34.6,2.15,1.58,1336.78,112.18,5.86,1.0,1.0,0.0,1.0,1217.44
suburban,moderate,4.0,177942.24,364.8,11.09,12.52,0.0,0.0,534.19,18.48,13.55,15.35,315.86,0.0,0.0,22.02,101.77,1134.46,,4651.0,non_vegetarian,11.0,15.0,5.04,57.66,14.01,44.42,29.94,,0.86,1460.55,1.84,1.12,8.0,3.0,,1.0,1417.54
urban,hot,1.0,46515.55,230.17,24.27,3.07,120.92,52.75,464.18,12.91,23.59,12.37,0.0,0.0,0.0,36.9,41.0,217.01,4.05,2969.03,mixed,2.0,26.0,0.76,38.19,3.29,17.71,9.98,0.39,0.62,565.38,96.82,0.61,1.0,1.0,0.0,0.0,826.72
urban,hot,1.0,64813.71,155.31,19.93,3.2,0.0,4.17,0.0,8.3,0.0,0.0,74.54,0.0,,57.79,183.47,21.28,2.05,1739.57,mixed,2.0,13.0,5.12,42.35,4.76,79.64,9.23,0.49,0.95,1080.08,83.0,1.01,0.0,5.0,1.0,,566.5
rural,moderate,2.0,94801.56,135.05,83.44,5.78,61.53,52.66,792.96,11.61,54.8,13.47,,0.0,0.0,21.01,45.91,98.45,5.21,3568.32,non_vegetarian,7.0,15.0,1.16,41.26,13.97,50.26,16.41,1.42,2.36,722.9,23.79,0.71,5.0,0.0,2.0,1.0,1061.36
suburban,hot,4.0,20098.56,260.02,84.99,1.37,0.0,2.11,251.64,,11.1,3.34,0.0,0.0,0.0,19.68,53.73,1197.12,16.66,11523.53,mixed,3.0,28.0,9.04,77.39,30.82,15.38,45.48,2.68,4.03,1507.63,43.07,3.15,1.0,,0.0,2.0,2463.6
urban,hot,5.0,27547.14,318.61,,0.89,0.0,0.0,673.58,12.07,35.24,20.57,0.0,0.0,0.0,81.72,172.56,38.56,0.09,60.96,non_vegetarian,6.0,12.0,6.8,64.19,,84.03,11.29,6.15,5.0,1316.08,204.97,0.48,1.0,2.0,0.0,1.0,602.65
suburban,hot,3.0,57372.63,319.94,8.7,16.35,0.0,0.0,789.58,11.07,46.77,24.55,0.0,1006.09,150.21,30.55,17.44,41.24,1.53,1278.66,non_vegetarian,7.0,22.0,1.19,57.67,12.79,90.55,27.44,2.85,1.71,250.0,127.38,3.17,2.0,0.0,1.0,1.0,1022.61
rural,moderate,5.0,26418.76,190.44,43.43,6.16,0.0,0.0,733.17,12.61,34.93,23.23,210.55,0.0,0.0,27.98,154.5,41.05,0.63,426.25,mixed,3.0,18.0,5.37,54.22,21.02,27.69,23.85,2.04,3.25,1589.37,21.34,,0.0,4.0,1.0,1.0,517.46
urban,hot,3.0,39994.4,473.21,43.23,24.73,0.0,6.52,481.05,15.6,18.49,12.34,0.0,0.0,0.0,0.0,0.0,23.86,6.03,4483.18,vegetarian,0.0,20.0,4.85,56.07,4.95,74.41,,0.62,0.89,708.38,135.36,9.4,0.0,3.0,0.0,0.0,1371.05
suburban,cool,2.0,193596.3,161.35,109.85,5.77,0.0,5.06,0.0,11.22,0.0,0.0,191.88,0.0,0.0,20.7,61.11,114.15,0.28,221.65,mixed,0.0,20.0,3.78,58.54,37.37,76.06,27.45,3.69,5.89,1138.67,12.8,116.91,9.0,4.0,5.0,4.0,303.84
,cool,2.0,78812.22,,356.06,4.48,0.0,1.38,0.0,12.49,0.0,0.0,428.0,0.0,0.0,30.14,89.12,20.15,1.44,978.86,vegetarian,0.0,14.0,1.78,36.04,12.81,83.39,27.32,1.63,,687.84,30.2,39.96,3.0,3.0,3.0,0.0,541.77
rural,moderate,2.0,16878.1,95.79,11.17,2.56,0.0,0.0,287.7,10.78,,7.48,0.0,0.0,0.0,27.73,117.2,112.92,1.07,723.8,mixed,3.0,20.0,5.47,63.53,13.33,56.96,37.71,2.81,1.4,1000.03,19.51,7.51,,4.0,0.0,3.0,364.08
urban,hot,5.0,54682.07,191.42,93.36,1.53,0.0,6.67,501.92,12.5,29.86,10.29,0.0,0.0,0.0,30.59,209.64,146.41,1.42,1180.3,mixed,3.0,21.0,3.53,45.44,31.55,62.99,25.08,2.93,4.94,1142.92,93.9,1.6,0.0,3.0,1.0,0.0,629.42
suburban,cool,2.0,23477.07,181.81,189.27,12.86,0.0,0.0,0.0,21.85,0.0,0.0,0.0,0.0,0.0,15.98,39.68,66.16,,321.41,mixed,1.0,12.0,4.86,12.92,8.64,43.33,6.97,1.11,0.92,741.69,78.79,69.44,1.0,0.0,0.0,0.0,364.52
urban,hot,3.0,37292.07,186.89,32.54,4.84,0.0,1.32,588.11,21.63,15.46,11.73,0.0,0.0,0.0,20.07,29.6,352.08,5.7,3849.96,mixed,2.0,27.0,,80.13,21.57,72.07,7.72,4.45,3.11,927.15,182.4,,1.0,0.0,1.0,1.0,1096.71
suburban,hot,4.0,53211.4,424.54,44.17,10.04,135.76,29.17,332.19,18.38,11.63,6.43,0.0,0.0,0.0,35.21,84.37,21.93,10.41,7661.64,non_vegetarian,8.0,26.0,7.04,56.16,23.91,53.13,32.98,5.33,2.87,1296.7,60.64,0.27,2.0,1.0,1.0,2.0,1771.23
urban,cool,3.0,19159.52,467.39,309.29,5.58,0.0,0.0,0.0,15.19,0.0,0.0,209.05,0.0,0.0,43.81,120.67,115.68,,2486.38,mixed,2.0,20.0,4.27,25.47,19.91,85.58,1.39,2.61,1.85,1069.52,25.7,54.54,1.0,3.0,1.0,0.0,1054.93
urban,moderate,1.0,39623.59,,28.24,16.56,0.0,7.56,0.0,19.35,0.0,0.0,0.0,0.0,0.0,53.0,359.54,53.88,0.69,457.96,mixed,1.0,21.0,1.24,60.47,6.83,85.24,42.55,1.33,0.74,363.27,9.96,4.78,0.0,3.0,3.0,1.0,337.67
suburban,moderate,7.0,72737.76,146.47,47.75,7.68,381.4,100.0,0.0,16.28,0.0,0.0,1186.82,0.0,0.0,48.78,56.4,62.03,1.41,1034.41,mixed,5.0,18.0,7.29,51.71,31.06,29.49,11.45,5.98,3.98,2180.41,18.57,6.47,2.0,4.0,1.0,0.0,353.5
rural,moderate,6.0,96783.99,322.52,41.16,1.51,0.0,7.1,0.0,14.01,0.0,0.0,190.62,0.0,0.0,13.19,,108.78,1.99,1481.94,mixed,1.0,10.0,27.64,57.53,37.26,67.22,34.14,5.7,2.42,1533.49,11.41,1.51,0.0,2.0,2.0,1.0,648.81
rural,cool,2.0,8000.0,,943.51,0.72,0.0,0.0,215.09,11.79,11.44,6.79,0.0,492.78,94.14,14.4,94.33,12.38,0.93,743.47,mixed,0.0,14.0,3.97,53.7,12.49,39.88,37.75,1.53,1.67,779.04,34.41,170.57,2.0,0.0,0.0,1.0,659.22
urban,moderate,2.0,38154.01,139.04,51.99,4.01,0.0,6.87,0.0,9.99,0.0,0.0,553.27,0.0,0.0,52.23,55.97,22.46,3.45,2899.67,mixed,3.0,34.0,1.82,23.34,19.03,76.78,4.6,3.16,1.28,260.81,4.91,1.14,2.0,3.0,0.0,1.0,835.77
rural,hot,3.0,249159.52,171.42,,8.62,223.52,100.0,549.86,17.0,26.44,5.9,0.0,,0.0,58.56,77.2,7.92,6.89,4826.6,,8.0,19.0,2.32,,6.82,68.02,24.13,1.0,0.82,1204.74,100.26,1.63,4.0,5.0,8.0,0.0,1154.28
suburban,moderate,6.0,92673.71,337.33,62.08,5.31,0.0,0.0,0.0,17.68,0.0,0.0,975.02,0.0,0.0,0.0,0.0,20.81,0.94,718.27,mixed,0.0,,12.71,16.27,44.98,21.48,12.02,6.82,8.51,1737.88,11.65,2.68,2.0,3.0,2.0,0.0,650.9
urban,moderate,7.0,47919.19,405.57,47.49,5.06,243.97,63.71,531.28,15.41,17.8,16.68,0.0,0.0,0.0,46.38,406.74,,0.03,19.02,mixed,3.0,15.0,7.13,,23.71,86.82,11.48,4.77,1.74,,17.14,0.52,2.0,4.0,2.0,1.0,444.22
suburban,hot,2.0,21909.44,193.35,14.83,2.77,0.0,0.0,468.7,12.63,23.67,13.44,0.0,0.0,0.0,4.99,8.69,253.97,5.63,4486.17,mixed,1.0,25.0,2.4,51.13,6.03,62.38,55.61,1.07,0.59,1217.75,139.63,12.24,0.0,3.0,0.0,1.0,1034.08
urban,moderate,3.0,51660.57,171.58,183.55,23.09,,0.38,547.63,13.0,30.91,11.22,624.08,166.51,24.93,70.92,492.42,62.16,0.74,628.87,vegetarian,0.0,24.0,4.88,45.8,7.51,61.24,20.34,1.62,1.22,1321.78,26.79,1.03,2.0,2.0,4.0,2.0,586.62
suburban,hot,5.0,20135.18,541.26,,6.25,113.55,19.54,0.0,17.78,0.0,0.0,0.0,0.0,0.0,27.11,27.28,80.16,,327.87,vegan,0.0,0.0,3.38,24.56,12.41,40.89,17.73,2.75,0.79,1933.24,148.28,7.71,3.0,2.0,0.0,1.0,483.34
urban,,3.0,54766.99,293.56,84.07,4.94,0.0,3.89,0.0,7.8,0.0,0.0,683.34,0.0,0.0,32.7,173.39,241.67,2.16,1768.99,,3.0,18.0,3.19,,16.95,71.09,25.65,2.75,,808.08,83.62,4.94,0.0,1.0,1.0,1.0,759.68
urban,hot,4.0,54611.97,283.46,50.84,4.34,0.0,5.45,241.25,14.01,10.12,7.1,0.0,0.0,0.0,44.33,192.81,25.74,3.41,2386.71,mixed,4.0,22.0,2.45,28.88,5.91,44.14,33.38,1.43,1.08,1301.49,238.69,2.35,0.0,2.0,3.0,0.0,876.88
urban,moderate,2.0,39791.86,107.44,6.27,7.67,102.08,94.82,544.94,14.39,27.55,10.33,146.58,0.0,0.0,55.7,242.78,61.69,1.54,1146.79,vegan,0.0,0.0,2.31,37.04,5.17,82.5,17.34,1.16,0.41,250.0,22.98,2.17,2.0,0.0,2.0,0.0,410.46
urban,moderate,4.0,70767.45,356.19,2.73,3.81,0.0,0.0,137.07,14.84,7.0,2.24,0.0,0.0,0.0,57.28,,36.63,0.3,196.45,non_vegetarian,15.0,20.0,2.36,53.95,,38.75,24.86,1.34,1.15,839.34,57.59,0.87,1.0,2.0,1.0,1.0,569.39
urban,hot,5.0,45797.33,464.02,61.58,6.77,0.0,0.0,0.0,14.44,0.0,0.0,0.0,0.0,0.0,46.11,34.68,242.57,7.05,5407.15,vegetarian,0.0,20.0,13.04,40.49,,75.27,24.72,4.78,1.96,1040.46,73.83,3.67,3.0,2.0,0.0,2.0,1394.91
suburban,hot,7.0,25438.34,407.86,1.06,6.36,0.0,6.46,0.0,14.7,0.0,0.0,154.37,0.0,0.0,26.74,28.77,55.79,0.67,480.47,mixed,7.0,18.0,8.08,23.23,31.61,45.64,9.01,6.47,2.26,2181.6,122.36,0.21,0.0,1.0,1.0,2.0,573.89
rural,cool,1.0,37792.37,230.85,435.43,7.25,0.0,0.0,0.0,16.42,0.0,0.0,224.49,0.0,0.0,0.0,0.0,66.51,0.66,449.4,vegetarian,0.0,17.0,1.84,41.58,8.61,60.77,12.92,1.23,1.27,672.83,21.57,20.15,1.0,0.0,1.0,1.0,406.24
suburban,cool,3.0,35780.56,291.79,58.25,1.86,505.98,100.0,746.5,10.82,44.58,24.44,0.0,0.0,0.0,7.71,34.25,54.19,1.06,808.57,non_vegetarian,6.0,,16.11,65.3,15.09,58.84,30.31,1.45,1.31,658.92,41.0,84.53,1.0,1.0,2.0,1.0,358.83
urban,cool,2.0,8000.0,201.26,246.04,6.85,0.0,0.0,0.0,14.5,0.0,0.0,449.05,0.0,0.0,32.16,61.78,5.57,1.65,1383.6,non_vegetarian,11.0,18.0,7.19,37.86,,30.04,13.24,0.25,0.4,959.88,27.32,64.7,0.0,2.0,1.0,0.0,675.58
rural,hot,3.0,106203.23,202.24,183.63,3.11,0.0,5.0,400.36,15.74,14.0,11.43,405.22,476.26,95.42,20.16,,27.06,1.38,1022.29,vegan,0.0,0.0,7.58,78.78,29.45,70.95,17.5,6.95,5.05,1351.22,79.21,5.41,6.0,3.0,0.0,0.0,569.49
urban,cool,,14712.37,231.43,322.2,5.36,261.07,,0.0,13.22,0.0,0.0,485.92,0.0,0.0,,40.25,72.9,1.19,905.37,mixed,4.0,19.0,3.1,64.65,30.96,87.41,22.2,5.62,2.23,1192.47,27.78,55.87,2.0,2.0,2.0,0.0,423.9
suburban,hot,1.0,64608.87,308.07,37.63,12.95,228.73,77.51,87.88,14.8,4.17,1.77,368.72,0.0,0.0,9.39,71.07,337.59,2.2,1500.69,mixed,3.0,27.0,0.26,43.32,2.17,89.45,26.45,0.35,0.34,,150.14,10.33,2.0,2.0,0.0,0.0,585.75
urban,hot,2.0,19491.96,128.1,31.61,17.59,355.86,100.0,0.0,12.47,0.0,0.0,0.0,0.0,0.0,53.7,90.4,4.83,0.76,627.43,vegan,0.0,0.0,3.76,27.07,9.52,92.1,38.39,1.96,1.53,1026.64,131.64,2.95,1.0,5.0,0.0,1.0,124.76
urban,moderate,6.0,266439.61,383.98,18.37,3.12,0.0,1.65,0.0,8.2,0.0,0.0,157.43,234.86,50.01,31.51,83.78,144.4,8.33,5824.93,mixed,,20.0,7.18,50.75,7.99,61.61,12.23,1.08,1.28,1180.97,46.97,0.0,12.0,8.0,6.0,0.0,1593.87
suburban,hot,3.0,75141.58,223.61,49.13,2.24,0.0,0.0,0.0,15.82,0.0,0.0,170.58,0.0,0.0,8.25,,119.35,3.8,3002.29,mixed,5.0,14.0,,22.67,21.89,62.03,3.72,2.53,3.02,1244.26,113.09,0.28,5.0,3.0,1.0,1.0,854.42
suburban,moderate,3.0,71097.71,146.71,55.78,10.9,0.0,,874.19,16.61,24.48,,69.61,0.0,0.0,17.85,111.64,8.15,2.8,2290.28,mixed,4.0,26.0,5.61,56.96,23.17,40.73,46.23,5.49,2.56,1067.08,14.81,3.85,1.0,2.0,6.0,2.0,838.85
urban,hot,5.0,97971.83,531.51,75.83,6.91,0.0,0.0,497.93,20.51,12.35,11.92,350.55,0.0,,35.65,243.96,142.74,1.27,1000.1,non_vegetarian,10.0,,8.05,51.66,42.34,80.89,38.16,8.2,2.42,1011.16,90.1,1.98,4.0,2.0,3.0,,854.39
urban,moderate,4.0,121784.34,195.24,53.99,3.03,0.0,0.0,363.19,15.93,16.93,5.88,0.0,,0.0,0.0,0.0,272.38,0.95,742.66,mixed,4.0,24.0,3.11,35.48,4.32,84.5,10.44,0.78,0.73,1513.13,7.12,1.57,4.0,4.0,2.0,0.0,531.89
urban,hot,1.0,33939.0,221.04,34.29,6.29,0.0,0.0,496.46,12.55,32.78,6.79,430.97,0.0,0.0,,89.45,30.5,1.7,1383.84,mixed,2.0,25.0,0.7,61.77,4.24,21.46,13.64,0.43,0.74,945.09,218.13,0.72,0.0,2.0,0.0,0.0,665.52
urban,cool,4.0,44935.42,319.91,44.77,6.05,0.0,0.0,322.58,16.84,16.05,3.1,201.63,0.0,0.0,51.88,77.44,58.26,6.47,4364.38,mixed,1.0,24.0,,71.84,7.41,62.22,7.22,1.03,0.7,739.46,3.3,106.77,1.0,0.0,2.0,2.0,1246.17
suburban,cool,5.0,37482.36,230.75,86.63,20.37,259.54,100.0,403.75,,10.8,7.19,210.86,0.0,0.0,,67.85,27.48,3.82,2752.86,non_vegetarian,11.0,19.0,12.49,39.59,25.57,71.05,30.98,2.6,2.52,1068.13,64.67,144.01,1.0,2.0,1.0,0.0,853.2
urban,,2.0,100275.92,212.89,3.42,5.36,0.0,0.66,1921.49,12.39,87.37,67.66,51.64,150.22,30.2,7.12,17.81,61.44,5.65,3741.7,vegetarian,0.0,23.0,2.56,53.97,,15.27,6.95,1.62,0.91,987.53,118.65,,4.0,1.0,0.0,1.0,1398.76
rural,hot,5.0,44015.34,312.66,56.26,4.18,0.0,0.0,1107.42,15.02,41.15,32.58,0.0,0.0,0.0,2.55,,70.77,0.65,548.04,mixed,,19.0,11.15,51.38,46.35,46.54,9.42,6.69,2.95,1528.48,213.86,0.99,2.0,3.0,,1.0,667.66
urban,moderate,2.0,62832.98,138.02,15.0,3.05,0.0,5.9,0.0,15.39,0.0,0.0,242.84,0.0,0.0,49.98,90.54,304.33,0.4,308.18,vegetarian,0.0,16.0,2.98,42.77,7.97,52.76,17.25,0.75,0.6,1211.61,8.12,0.25,2.0,0.0,0.0,0.0,272.66
suburban,hot,2.0,8000.0,160.23,93.88,8.68,0.0,0.0,204.55,16.14,6.03,6.64,201.1,772.24,166.16,15.44,82.99,,1.34,921.7,vegetarian,0.0,21.0,2.07,73.57,15.72,39.78,35.94,3.02,1.37,1119.15,117.62,1.81,1.0,0.0,1.0,0.0,513.4
suburban,moderate,,12232.06,285.36,19.22,3.89,546.89,100.0,0.0,8.48,0.0,0.0,437.25,0.0,0.0,20.63,80.6,51.95,1.93,1545.79,mixed,3.0,27.0,6.11,73.37,8.14,79.16,,1.16,0.75,1759.48,35.41,0.48,2.0,1.0,0.0,0.0,299.24
suburban,moderate,1.0,35677.55,117.91,6.71,5.61,0.0,1.91,0.0,13.12,0.0,0.0,0.0,0.0,0.0,41.94,186.42,54.76,4.75,3402.55,vegan,0.0,0.0,0.29,,11.72,74.77,28.67,2.21,0.89,752.27,17.43,4.67,1.0,0.0,1.0,2.0,696.1
urban,hot,4.0,21054.09,355.89,62.79,2.24,0.0,0.0,0.0,16.76,0.0,0.0,176.93,0.0,,44.11,,42.09,1.3,1008.42,vegan,0.0,0.0,7.45,56.95,31.56,69.65,34.78,7.8,5.23,1431.67,123.28,8.29,0.0,0.0,0.0,0.0,579.1
urban,moderate,6.0,97093.81,351.45,45.52,5.91,0.0,0.0,634.11,11.25,43.08,13.27,266.55,0.0,0.0,62.59,115.66,202.0,6.58,4567.61,vegetarian,0.0,18.0,16.31,92.64,13.58,51.65,11.55,3.2,2.64,1590.28,17.38,2.63,0.0,2.0,1.0,1.0,1402.02
suburban,moderate,4.0,43226.34,102.64,34.85,0.91,0.0,2.44,286.97,11.13,16.92,,60.98,0.0,0.0,16.35,73.78,39.48,1.12,748.12,vegetarian,0.0,20.0,,49.58,16.41,38.9,26.56,2.69,1.01,977.09,,13.99,3.0,0.0,0.0,,337.39
urban,hot,3.0,54651.13,326.58,21.73,23.21,279.34,85.84,0.0,12.75,0.0,0.0,0.0,0.0,0.0,64.18,385.61,56.35,4.48,2919.92,mixed,3.0,15.0,5.16,84.76,19.97,66.76,15.68,3.66,2.92,926.99,151.16,1.01,1.0,0.0,1.0,2.0,782.48
urban,hot,3.0,37268.68,432.41,54.69,9.06,65.04,12.61,0.0,18.86,0.0,0.0,0.0,0.0,0.0,73.38,130.8,263.64,2.17,1798.69,vegan,0.0,0.0,0.48,68.35,15.96,51.34,59.89,3.91,1.37,1624.07,106.73,2.65,0.0,0.0,1.0,0.0,651.97
urban,moderate,5.0,100558.83,317.39,31.0,0.87,125.6,39.06,0.0,11.96,0.0,0.0,247.84,541.97,122.22,44.43,345.9,129.75,2.01,1372.77,mixed,5.0,17.0,4.63,47.24,23.59,32.91,13.43,5.06,3.88,1395.35,25.84,1.92,3.0,3.0,4.0,1.0,715.09
urban,moderate,,26230.96,181.14,5.13,7.53,0.0,0.0,380.55,19.18,16.77,3.08,179.12,0.0,0.0,51.64,89.13,127.28,7.89,5621.76,mixed,5.0,16.0,2.39,52.02,6.88,56.33,44.77,0.83,0.91,,54.77,2.25,0.0,0.0,1.0,0.0,1272.64
urban,cool,1.0,29685.77,295.61,224.63,9.29,0.0,0.0,0.0,19.71,0.0,0.0,494.28,0.0,0.0,86.83,918.51,131.98,0.77,508.52,mixed,3.0,19.0,3.44,100.0,5.44,75.33,34.42,1.07,0.85,917.94,24.05,,1.0,3.0,0.0,2.0,522.43
rural,moderate,4.0,78776.87,169.98,66.74,7.3,217.64,100.0,419.52,18.59,11.45,11.12,0.0,0.0,0.0,6.46,12.84,46.51,1.24,891.15,mixed,1.0,18.0,24.61,36.8,18.49,76.46,12.07,2.17,3.4,1482.55,16.0,0.74,1.0,2.0,2.0,0.0,398.5
rural,hot,5.0,86981.14,542.62,17.78,4.42,123.38,28.25,850.08,14.44,37.31,21.56,0.0,0.0,0.0,21.91,58.65,30.31,0.06,48.57,mixed,2.0,24.0,2.56,64.85,9.19,53.7,47.98,1.27,1.71,1288.78,142.12,0.66,1.0,2.0,1.0,,517.58
rural,moderate,2.0,33943.77,123.97,27.06,7.17,97.13,65.24,733.88,10.79,34.42,33.57,0.0,0.0,0.0,14.04,16.9,67.91,3.61,2886.45,vegetarian,0.0,14.0,5.25,92.24,,39.75,35.44,2.85,1.82,746.97,9.48,3.36,1.0,4.0,0.0,0.0,780.05
suburban,hot,6.0,16131.23,276.21,7.92,17.33,0.0,0.0,313.51,12.73,20.84,3.79,1233.72,0.0,0.0,39.41,130.04,213.47,,4627.05,mixed,4.0,19.0,2.99,66.11,29.14,46.04,4.69,5.44,2.07,1847.36,52.5,17.29,2.0,1.0,0.0,2.0,1423.5
rural,moderate,5.0,50678.83,574.38,33.85,11.99,0.0,0.45,222.66,12.71,8.28,9.23,0.0,0.0,0.0,32.09,233.44,8.15,2.04,1353.09,mixed,3.0,23.0,3.26,42.52,21.52,41.27,6.76,4.64,2.07,1377.41,21.81,2.04,2.0,5.0,0.0,0.0,810.64
suburban,hot,4.0,97588.89,664.48,,3.64,233.82,45.35,0.0,16.41,0.0,0.0,0.0,0.0,0.0,33.22,,208.18,2.6,1797.77,mixed,,18.0,3.09,93.32,8.68,72.99,30.27,1.05,1.68,1332.75,,4.81,4.0,3.0,3.0,2.0,765.78
urban,moderate,,104191.37,209.94,2.08,10.34,0.0,0.0,306.98,13.17,19.05,4.26,627.53,0.0,0.0,48.35,265.03,164.48,1.64,1322.87,vegan,0.0,0.0,11.93,56.62,19.37,60.01,38.11,2.95,1.07,1861.82,48.29,2.2,2.0,3.0,3.0,5.0,588.6
rural,moderate,1.0,21704.73,193.08,87.29,4.59,0.0,0.0,390.39,,15.48,12.08,1035.9,0.0,0.0,7.58,25.49,75.12,15.8,11200.49,mixed,7.0,,1.16,34.15,5.13,41.82,27.55,1.14,0.95,1010.88,46.22,10.06,0.0,2.0,0.0,0.0,2352.67
suburban,hot,5.0,141226.15,240.65,1.66,12.71,0.0,0.0,0.0,15.07,,0.0,0.0,0.0,0.0,41.18,163.57,12.95,1.12,757.47,vegetarian,0.0,16.0,2.83,77.04,13.48,74.47,12.68,1.09,2.24,1416.25,131.8,0.67,2.0,4.0,1.0,2.0,450.54
urban,hot,5.0,11324.28,425.79,117.1,10.2,0.0,5.85,255.12,16.95,9.56,5.48,0.0,0.0,0.0,45.73,350.03,109.0,2.14,1555.27,mixed,2.0,24.0,7.67,65.1,18.76,80.98,29.96,3.17,2.35,1771.31,,2.5,0.0,1.0,1.0,3.0,838.6
